"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"56550854","01/17/2023 09:53:51 PM","01/17/2023 10:32:46 PM","NYPD","New York City Police Department","Noise - Vehicle","Engine Idling","Street/Sidewalk","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","36 STREET","37 STREET","36 STREET","37 STREET","BLOCKFACE",,,,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","01/17/2023 10:32:51 PM","Unspecified QUEENS",,"QUEENS",,,"ONLINE","Unspecified","QUEENS",,,,,,,,,,
"56505013","01/11/2023 05:17:00 PM","01/11/2023 05:43:44 PM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","30-03 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","01/11/2023 05:43:48 PM","02 QUEENS",,"QUEENS","1,001,663","210,844","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74537751886","-73.93715807212","(40.74537751885815, -73.93715807212249)"
"56498115","01/11/2023 05:15:39 PM","01/11/2023 05:43:05 PM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","30-03 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","01/11/2023 05:43:08 PM","02 QUEENS",,"QUEENS","1,001,663","210,844","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74537751886","-73.93715807212","(40.74537751885815, -73.93715807212249)"
"56498114","01/11/2023 05:08:12 PM","01/11/2023 05:41:52 PM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","30-03 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","01/11/2023 05:41:58 PM","02 QUEENS",,"QUEENS","1,001,663","210,844","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74537751886","-73.93715807212","(40.74537751885815, -73.93715807212249)"
"56503914","01/11/2023 10:04:38 AM","01/17/2023 01:36:39 PM","DSNY","Department of Sanitation","Illegal Dumping","Chronic Dumping","Sidewalk","11101","27-20 SKILLMAN AVENUE","SKILLMAN AVENUE","27 STREET","28 STREET","27 STREET","28 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","01/14/2023 11:19:12 PM","02 QUEENS","4002710010","QUEENS","1,000,875","210,523","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74449797094","-73.94000268475","(40.74449797094427, -73.94000268475358)"
"56462247","01/06/2023 05:37:24 PM","01/06/2023 06:36:09 PM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","30-03 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","01/06/2023 06:36:16 PM","02 QUEENS",,"QUEENS","1,001,663","210,844","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74537751886","-73.93715807212","(40.74537751885815, -73.93715807212249)"
"56450656","01/05/2023 05:47:28 PM","01/05/2023 06:21:51 PM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","30-03 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","01/05/2023 06:21:59 PM","02 QUEENS",,"QUEENS","1,001,663","210,844","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74537751886","-73.93715807212","(40.74537751885815, -73.93715807212249)"
"56447312","01/05/2023 05:45:42 PM","01/05/2023 05:49:10 PM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","30-03 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","01/05/2023 05:49:18 PM","02 QUEENS",,"QUEENS","1,001,663","210,844","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74537751886","-73.93715807212","(40.74537751885815, -73.93715807212249)"
"56453545","01/05/2023 05:43:21 PM","01/05/2023 05:48:47 PM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","30-03 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","QUEENS BOULEVARD","THOMSON AVENUE","QUEENS BOULEVARD","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","01/05/2023 05:48:53 PM","02 QUEENS",,"QUEENS","1,001,663","210,844","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74537751886","-73.93715807212","(40.74537751885815, -73.93715807212249)"
"56402439","12/30/2022 12:46:30 PM","01/03/2023 10:58:14 AM","DOT","Department of Transportation","Street Condition","Defective Hardware","Street","11101","38-16 SKILLMAN AVENUE","SKILLMAN AVENUE","38 STREET","39 STREET","38 STREET","39 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Transportation inspected the condition and sent notice to responsible party. Temporary repairs were made to make the area safe.","01/03/2023 10:58:17 AM","02 QUEENS","4002150022","QUEENS","1,004,720","211,624","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74751187454","-73.92612326891","(40.74751187453697, -73.92612326890884)"
"56334804","12/23/2022 12:55:30 PM","12/23/2022 02:36:49 PM","NYPD","New York City Police Department","Blocked Driveway","Partial Access","Street/Sidewalk","11101","47-11 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","12/23/2022 02:36:53 PM","02 QUEENS","4000970004","QUEENS","1,000,352","210,127","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74341201791","-73.94189106655","(40.74341201790947, -73.94189106654983)"
"56245568","12/13/2022 10:42:20 AM","06/20/2023 11:56:51 AM","DSNY","Department of Sanitation","Graffiti","Graffiti","Comercial","11101","27-02 SKILLMAN AVENUE","SKILLMAN AVENUE",,,,,"ADDRESS","LONG ISLAND CITY",,"N/A","Closed","02/22/2023 02:31:15 PM",,"06/20/2023 11:56:32 AM","02 QUEENS","4002710010","QUEENS","1,000,837","210,507","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.74445412631","-73.94013986089","(40.74445412631319, -73.94013986088962)"
"56169406","12/05/2022 12:14:20 PM","12/05/2022 12:55:08 PM","NYPD","New York City Police Department","Illegal Parking","Blocked Bike Lane","Street/Sidewalk","11101","38-11 SKILLMAN AVENUE","SKILLMAN AVENUE","38 STREET","39 STREET","38 STREET","39 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","12/05/2022 12:55:13 PM","02 QUEENS","4002140001","QUEENS","1,004,711","211,631","ONLINE","Unspecified","QUEENS",,,,,,,,"40.7475311086","-73.92615572882","(40.747531108599645, -73.92615572881697)"
"56163698","12/04/2022 03:11:54 PM","12/05/2022 08:45:00 AM","DOT","Department of Transportation","Street Condition","Pothole",,"11101","SKILLMAN AVENUE","SKILLMAN AVENUE","38 STREET","39 STREET",,,"BLOCKFACE","QUEENS",,"N/A","Closed",,"The Department of Transportation inspected this complaint and repaired the problem.","12/05/2022 08:45:00 AM","02 QUEENS",,"QUEENS",,,"UNKNOWN","Unspecified","QUEENS",,,,,,,,,,
"56079111","11/24/2022 11:49:22 AM","12/02/2022 11:59:50 AM","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","12/01/2022 01:16:00 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"56045899","11/17/2022 05:00:15 PM","11/17/2022 05:24:35 PM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","30-02 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","FLUSHING LINE","THOMSON AVENUE","FLUSHING LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","11/17/2022 05:24:39 PM","02 QUEENS","4002750035","QUEENS","1,001,665","210,838","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74536104643","-73.93715086984","(40.74536104642704, -73.93715086984335)"
"56031126","11/17/2022 04:57:19 PM","11/17/2022 05:24:07 PM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","30-02 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","FLUSHING LINE","THOMSON AVENUE","FLUSHING LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","11/17/2022 05:24:11 PM","02 QUEENS","4002750035","QUEENS","1,001,665","210,838","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74536104643","-73.93715086984","(40.74536104642704, -73.93715086984335)"
"55980385","11/14/2022 01:43:44 PM","11/14/2022 02:15:57 PM","NYPD","New York City Police Department","Illegal Parking","Unauthorized Bus Layover","Street/Sidewalk","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","11/14/2022 02:16:01 PM","02 QUEENS","4001000001","QUEENS","999,323","209,722","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"55950547","11/10/2022 07:23:03 PM","11/10/2022 09:00:27 PM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","30-02 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","FLUSHING LINE","THOMSON AVENUE","FLUSHING LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","11/10/2022 09:00:31 PM","02 QUEENS","4002750035","QUEENS","1,001,665","210,838","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74536104643","-73.93715086984","(40.74536104642704, -73.93715086984335)"
"55889140","11/03/2022 03:36:03 PM","11/12/2022 02:27:47 PM","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","11/04/2022 01:06:27 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"55819794","10/27/2022 03:52:06 PM","11/14/2022 11:59:11 AM","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint - Non Passenger","Street","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","SKILLMAN AVENUE","VAN DAM STREET","SKILLMAN AVENUE","VAN DAM STREET","INTERSECTION",,,,"Closed",,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.","11/14/2022 11:59:15 AM","02 QUEENS",,"QUEENS","1,002,742","211,177","PHONE","Unspecified","QUEENS",,,"SKILLMAN AVENUE AND VAN DAM STREET, QUEENS, NY, 11101",,,,,"40.74628932966","-73.93326314548","(40.7462893296582, -73.93326314547745)"
"55809035","10/26/2022 09:04:31 AM","10/27/2022 06:50:11 AM","DOT","Department of Transportation","Broken Parking Meter","No Receipt","Street","11101","34-04 SKILLMAN AVENUE","SKILLMAN AVENUE","34 STREET","35 STREET","34 STREET","35 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.","10/27/2022 06:50:17 AM","02 QUEENS","4002400001","QUEENS","1,003,613","211,407","PHONE","Unspecified","QUEENS",,,,,,,,"40.74691875747","-73.93011908203","(40.74691875747449, -73.93011908203033)"
"55796225","10/24/2022 09:09:18 PM","01/25/2023 07:38:59 AM","DPR","Department of Parks and Recreation","New Tree Request","For One Address","Street","11101","28-50 SKILLMAN AVENUE","SKILLMAN AVENUE","28 STREET","29 STREET","28 STREET","29 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.","01/25/2023 07:39:04 AM","02 QUEENS",,"QUEENS","1,001,223","210,671","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.74490353274","-73.93874642802","(40.74490353274218, -73.93874642802254)"
"55790462","10/24/2022 09:03:18 PM","01/25/2023 07:38:59 AM","DPR","Department of Parks and Recreation","New Tree Request","For One Address","Street","11101","28-50 SKILLMAN AVENUE","SKILLMAN AVENUE","28 STREET","29 STREET","28 STREET","29 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.","01/25/2023 07:39:04 AM","02 QUEENS",,"QUEENS","1,001,223","210,671","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.74490353274","-73.93874642802","(40.74490353274218, -73.93874642802254)"
"55764638","10/21/2022 09:54:46 AM","10/24/2022 01:21:01 PM","DOT","Department of Transportation","Street Condition","Blocked - Construction","Street","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","28 STREET","29 STREET","28 STREET","29 STREET","BLOCKFACE",,,,"Closed",,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.","10/24/2022 01:21:09 PM","Unspecified QUEENS",,"QUEENS",,,"UNKNOWN","Unspecified","QUEENS",,,,,,,,,,
"55677394","10/12/2022 10:14:09 AM","10/19/2022 08:52:56 AM","DOT","Department of Transportation","Street Condition","Blocked - Construction","Street","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","28 STREET","29 STREET","28 STREET","29 STREET","BLOCKFACE",,,,"Closed",,"The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.","10/19/2022 08:53:02 AM","Unspecified QUEENS",,"QUEENS",,,"UNKNOWN","Unspecified","QUEENS",,,,,,,,,,
"55677404","10/12/2022 08:04:12 AM","10/17/2022 10:12:33 AM","DOT","Department of Transportation","Street Sign - Damaged","St Name - Attached to Pole","Street","11101","30-71 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","FLUSHING LINE","THOMSON AVENUE","FLUSHING LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.","10/17/2022 10:12:41 AM","02 QUEENS",,"QUEENS","1,002,106","210,985","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74576364503","-73.93555895178","(40.745763645025846, -73.93555895177981)"
"55667902","10/11/2022 10:34:27 AM","10/11/2022 02:34:52 PM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department issued a summons in response to the complaint.","10/11/2022 02:34:55 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"55674135","10/11/2022 10:31:47 AM","10/11/2022 02:33:00 PM","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department issued a summons in response to the complaint.","10/11/2022 02:33:04 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"55638861","10/07/2022 05:00:40 PM","02/15/2023 10:05:11 AM","DOT","Department of Transportation","Street Condition","Rough, Pitted or Cracked Roads","Street","11101","47-07 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The condition was inspected and determined not to be under Department of Transportation's jurisdiction. The Department of Transportation notified the appropriate responsible party of the complaint.","02/15/2023 10:05:17 AM","02 QUEENS",,"QUEENS","1,000,345","210,141","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74345045715","-73.94191629466","(40.74345045714711, -73.94191629465722)"
"55485718","09/21/2022 07:34:43 PM","09/21/2022 09:21:02 PM","NYPD","New York City Police Department","Traffic","Congestion/Gridlock","Street/Sidewalk","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","SKILLMAN AVENUE","THOMPSON AVENUE","SKILLMAN AVENUE","THOMPSON AVENUE","INTERSECTION",,,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","09/21/2022 09:21:06 PM","02 QUEENS",,"QUEENS","1,001,514","210,793","PHONE","Unspecified","QUEENS",,,,,,,,"40.7452378288","-73.93769593025","(40.74523782880471, -73.93769593025226)"
"55478151","09/20/2022 06:19:55 AM","09/20/2022 06:39:33 AM","NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11101","47-11 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","09/20/2022 06:39:37 AM","02 QUEENS","4000970004","QUEENS","1,000,352","210,127","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74341201791","-73.94189106655","(40.74341201790947, -73.94189106654983)"
"55431406","09/16/2022 07:51:57 AM","09/17/2022 09:02:00 AM","DOT","Department of Transportation","Broken Parking Meter","Coin or Card Did Not Register","Street","11101","36-04 SKILLMAN AVENUE","SKILLMAN AVENUE","36 STREET","37 STREET","36 STREET","37 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.","09/17/2022 09:02:05 AM","02 QUEENS","4002170016","QUEENS","1,004,162","211,553","PHONE","Unspecified","QUEENS",,,,,,,,"40.74731827152","-73.92813731387","(40.74731827151735, -73.9281373138658)"
"55391590","09/13/2022 10:03:33 AM","09/13/2022 11:00:04 AM","DOHMH","Department of Health and Mental Hygiene","Mosquitoes","Large Number of Mosquitoes","Street Area","11101","29-42 SKILLMAN AVENUE","SKILLMAN AVENUE","29 STREET","THOMSON AVENUE","29 STREET","THOMSON AVENUE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"Thank you for your report. The Department of Health and Mental Hygiene will use the information that you provided to help track and control mosquito populations throughout the City. No further information will be available from 311 on your report.","09/13/2022 11:00:08 AM","02 QUEENS",,"QUEENS","1,001,429","210,756","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74513643863","-73.93800278125","(40.74513643862641, -73.93800278125457)"
"55202622","08/24/2022 02:43:47 PM","09/30/2022 11:09:24 AM","DOT","Department of Transportation","Sidewalk Condition","Broken Sidewalk","Sidewalk","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","INTERSECTION",,,,"Closed",,"The Department of Transportation determined that this issue is not within its jurisdiction.","09/30/2022 11:09:29 AM","02 QUEENS",,"QUEENS","1,001,514","210,793","MOBILE","Unspecified","QUEENS",,,,,,,,"40.7452378288","-73.93769593025","(40.74523782880471, -73.93769593025226)"
"55174971","08/22/2022 10:21:10 AM","09/09/2025 12:42:52 PM","DPR","Department of Parks and Recreation","Dead/Dying Tree","Planted More Than 2 Years Ago","Street","11101","38-16 SKILLMAN AVENUE","SKILLMAN AVENUE","38 STREET","39 STREET","38 STREET","39 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"NYC Parks performed the work necessary to correct the condition.","09/09/2025 12:42:55 PM","02 QUEENS","4002150022","QUEENS","1,004,720","211,624","PHONE","Unspecified","QUEENS",,,,,,,,"40.74751187454","-73.92612326891","(40.74751187453697, -73.92612326890884)"
"55144811","08/19/2022 10:24:22 AM","08/22/2022 07:09:22 AM","DOT","Department of Transportation","Broken Parking Meter","Coin or Card Did Not Register","Street","11101","36-04 SKILLMAN AVENUE","SKILLMAN AVENUE","36 STREET","37 STREET","36 STREET","37 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.","08/22/2022 07:09:26 AM","02 QUEENS","4002170016","QUEENS","1,004,162","211,553","PHONE","Unspecified","QUEENS",,,,,,,,"40.74731827152","-73.92813731387","(40.74731827151735, -73.9281373138658)"
"55140198","08/18/2022 07:04:53 AM","08/22/2022 07:41:59 AM","DOT","Department of Transportation","Broken Parking Meter","Out of Order","Street","11101","36-16 SKILLMAN AVENUE","SKILLMAN AVENUE","36 STREET","37 STREET","36 STREET","37 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.","08/22/2022 07:42:04 AM","02 QUEENS","4002170031","QUEENS","1,004,186","211,559","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74733468593","-73.92805067978","(40.747334685930184, -73.9280506797836)"
"55128834","08/17/2022 03:25:58 PM",,"DPR","Department of Parks and Recreation","Overgrown Tree/Branches","Blocking Street","Street","11101","30-02 SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","FLUSHING LINE","THOMSON AVENUE","FLUSHING LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"In Progress",,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.","08/18/2022 10:40:55 AM","02 QUEENS","4002750035","QUEENS","1,001,665","210,838","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74536104643","-73.93715086984","(40.74536104642704, -73.93715086984335)"
"54983707","08/01/2022 11:28:46 AM",,"DPR","Department of Parks and Recreation","Overgrown Tree/Branches","Blocking Street","Street","11101","33-03 SKILLMAN AVENUE","SKILLMAN AVENUE","33 STREET","34 STREET","33 STREET","34 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"In Progress",,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.","08/23/2022 04:02:33 PM","02 QUEENS",,"QUEENS","1,003,337","211,343","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74674369363","-73.93111534513","(40.74674369362855, -73.93111534512678)"
"54911415","07/26/2022 08:30:58 AM","07/26/2022 10:13:08 AM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","38-11 SKILLMAN AVENUE","SKILLMAN AVENUE","38 STREET","39 STREET","38 STREET","39 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","07/26/2022 10:13:13 AM","02 QUEENS","4002140001","QUEENS","1,004,711","211,631","MOBILE","Unspecified","QUEENS",,,,,,,,"40.7475311086","-73.92615572882","(40.747531108599645, -73.92615572881697)"
"54868741","07/22/2022 09:20:10 AM","07/22/2022 11:16:56 AM","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","INTERSECTION",,,,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","07/22/2022 11:17:01 AM","02 QUEENS",,"QUEENS","1,001,514","210,793","ONLINE","Unspecified","QUEENS",,,,,,,,"40.7452378288","-73.93769593025","(40.74523782880471, -73.93769593025226)"
